principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor,categoria_precio
N-Butil Bromuro De Hioscina + Dipirona,Tableta,N- Butil Bromuro De Hioscina 10 mg + Dipirona 300 mg,mg,Espasmobil Grageas,Farmacol Chinoin,1353.578809,Medio,2,Economico
Fluconazol,Capsula,Fluconazol 200 mg,mg,Fluconazol,Pentacoop,1098.514184,Bajo,1,Economico
Hidroclorotiazida Y Candesartan,Tableta,"Candesartan 16 mg + Hidroclorotiazida 12,5 mg",mg,Candeprex H,Mega Labs,3405.431512,Alto,3,Economico
Hidroclorotiazida Y Candesartan,Tableta,"Candesartan 16 mg + Hidroclorotiazida 12,5 mg",mg,Candeprex H,Mega Labs,987.5431235,Bajo,1,Economico
Diacereina,Capsula,Diacereina 50 mg,mg,Artrodar,Novamed,4145.065305,Alto,3,Economico
Diacereina,Capsula,Diacereina 50 mg,mg,Artrodar,Novamed,707.0,Alto,3,Economico
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Lecetir,Pharmaderm,5175.286822,Alto,3,Economico
Gemfibrozilo,Tableta,Gemfibrozilo 600 mg,mg,Gemfibrozilo,Pentacoop,424.2896212,Bajo,1,Economico
Betahistina,Tableta,Betahistina 8 mg,mg,Betahistina Diclorhidrato,La Sante,1705.899863,Medio,2,Economico
Betahistina,Tableta,Betahistina 8 mg,mg,Betahistina Diclorhidrato,La Sante,170.7276473,Bajo,1,Economico
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina Diclorhidrato,La Sante,2923.267595,Medio,2,Economico
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina Diclorhidrato,La Sante,176.1480265,Bajo,1,Economico
Losartan,Tableta,Losartan 50 mg,mg,Losan,Coopidrogas,76.96666667,Bajo,1,Economico
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Dolivium R,Coopidrogas,188.74,Bajo,1,Economico
Levocetirizina,Capsula,Levocetirizina 5 mg,mg,Drilyna,Bago,5330.0,Alto,3,Economico
Levocetirizina,Capsula,Levocetirizina 5 mg,mg,Drilyna,Bago,588.0,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Metformina 850 mg + Vildagliptina 50 mg,mg,Galvus Met,Novartis,1307.785714,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Metformina 850 mg + Vildagliptina 50 mg,mg,Galvus Met,Novartis,740.3571429,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 850 mg,mg,Galvus Met,Novartis,1145.267857,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 850 mg,mg,Galvus Met,Novartis,738.0892857,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 1000 mg,mg,Galvus Met,Novartis,1289.5,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 1000 mg,mg,Galvus Met,Novartis,763.1071429,Medio,2,Economico
Perindopril,Tableta,Perindopril 10 mg,mg,Coversyl A,Les Laboratoires Servier,1123.4,Medio,2,Economico
Perindopril,Tableta,Perindopril 10 mg,mg,Coversyl A,Les Laboratoires Servier,1128.417469,Medio,2,Economico
Perindopril,Tableta,Perindopril 5 mg,mg,Coversyla,Les Laboratoires Servier,561.7,Medio,2,Economico
Perindopril,Tableta,Perindopril 5 mg,mg,Coversyla,Les Laboratoires Servier,559.3662124,Medio,2,Economico
Rivaroxaban,Tableta,Rivaroxaban 10 mg,mg,Xarelto,Bayer,6780.6,Alto,3,Economico
Rivaroxaban,Tableta,Rivaroxaban 10 mg,mg,Xarelto,Bayer,6729.291319,Alto,3,Economico
Piridostigmina,Tableta,Piridostigmina 60 mg,mg,Piridostigmina,Saluspharma,827.2172099,Alto,3,Economico
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Truxa,Monte Verde,35153.30781,Alto,3,Moderado
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Truxa,Monte Verde,31156.0,Alto,3,Moderado
Medroxiprogesterona,Tableta,Medroxiprogesterona 5 mg,mg,Medroxiprogesterona,American Generics,153.7918719,Bajo,1,Economico
Medroxiprogesterona,Tableta,Medroxiprogesterona 5 mg,mg,Medroxiprogesterona,American Generics,10.26666667,Bajo,1,Economico
Ibuprofeno + Clorfeniramina + Fenilerina,Capsula,Ibuprofeno 200 mg + Fenilefrina 10 mg + Maleato De Clorfeniramina 1 mg,mg,Advil Multisintomas,Glaxosmithkline,1462.664622,Medio,2,Economico
Ibuprofeno + Clorfeniramina + Fenilerina,Capsula,Ibuprofeno 200 mg + Maleato De Clorfeniramina 1 mg + Fenilefrina 10 mg,mg,Advil Multisintomas,Glaxosmithkline,1407.309929,Medio,2,Economico
Ibuprofeno + Clorfeniramina + Fenilerina,Capsula,Maleato De Clorfeniramina 1 mg + Fenilefrina 10 mg + Ibuprofeno 200 mg,mg,Advil Multisintomas,Glaxosmithkline,1431.718313,Medio,2,Economico
Eszopiclona,Tableta,Eszopiclona 3 mg,mg,Isoklon,Tecnoquimicas,6233.728416,Alto,3,Economico
Eszopiclona,Tableta,Eszopiclona 3 mg,mg,Isoklon,Tecnoquimicas,933.9432948,Medio,2,Economico
Metronidazol,Tableta,Metronidazol 500 mg,mg,Metronidazol,Laproff,128.0664678,Bajo,1,Economico
Enalapril,Tableta,Enalapril 20 mg,mg,Presuren,Patmar,98.9081581,Medio,2,Economico
Enalapril,Tableta,Enalapril 20 mg,mg,Presuren,Patmar,38.0,Bajo,1,Economico
Flunarizina,Tableta,Flunarizina 10 mg,mg,Flunarizina,Pentacoop,97.9857472,Bajo,1,Economico
Nimesulida,Tableta,Nimesulida 100 mg,mg,Nimesulida,Impofar,166.2445933,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 400 mg,mg,Seroquel,Astrazeneca,5466.0,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 400 mg,mg,Seroquel,Astrazeneca,5278.466667,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 50 mg,mg,Seroquel,Astrazeneca,683.0,Medio,2,Economico
Quetiapina,Tableta,Quetiapina 50 mg,mg,Seroquel,Astrazeneca,683.0,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,2733.0,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,2715.606325,Alto,3,Economico
Quetiapina,Tableta,Quetiapina 300 mg,mg,Seroquel,Astrazeneca,4100.0,Medio,2,Economico
Quetiapina,Tableta,Quetiapina 300 mg,mg,Seroquel,Astrazeneca,4068.327666,Alto,3,Economico
Clindamicina Y Ketoconazol,Capsula,Clindamicina 100 mg + Ketoconazol 400 mg,mg,Bexon Duo,Monte Verde,13824.759,Medio,2,Moderado
Clindamicina Y Ketoconazol,Capsula,Clindamicina 100 mg + Ketoconazol 400 mg,mg,Bexon Duo,Monte Verde,8039.225,Medio,2,Economico
Clindamicina Y Ketoconazol,Capsula,Ketoconazol 400 mg + Clindamicina 100 mg,mg,Bexon Duo,Monte Verde,15233.4,Medio,2,Moderado
Itraconazol,Capsula,Itraconazol 100 mg,mg,Itrol,Suiphar,937.5,Medio,2,Economico
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,La Sante,3250.970698,Medio,2,Economico
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,La Sante,216.5881049,Bajo,1,Economico
Lenalidomida,Capsula,Lenalidomida 10 mg,mg,Revlimid,Bristol Myers Squibb,616721.0,Alto,3,Muy Costoso
Lenalidomida,Capsula,Lenalidomida 5 mg,mg,Revlimid,Bristol Myers Squibb,622736.0,Alto,3,Muy Costoso
Meloxicam,Tableta,Meloxicam 15 mg,mg,Leuxicam,Bremymg,1167.378731,Medio,2,Economico
Lenalidomida,Capsula,Lenalidomida 25 mg,mg,Revlimid,Bristol Myers Squibb,738175.0,Alto,3,Muy Costoso
Lenalidomida,Capsula,Lenalidomida 15 mg,mg,Revlimid,Bristol Myers Squibb,632198.0,Alto,3,Muy Costoso
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Larvisol,Armofar,3370.853713,Medio,2,Economico
Mesalazina,Tableta,Mesalazina 500 mg,mg,Mesax,Labinco,288.6221739,Alto,3,Economico
Acetaminofen Y Codeina,Capsula,Acetaminofen 325 mg + Codeina Fosfato 30 mg,mg,Acetaminofen + Codeina,Colmed,999.2594822,Medio,2,Economico
Acetaminofen Y Codeina,Capsula,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Acetaminofen + Codeina,Colmed,800.0,Alto,3,Economico
Acetaminofen Y Codeina,Capsula,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Acetaminofen + Codeina,Colmed,789.5279684,Medio,2,Economico
Trimebutina,Tableta,Trimebutina 200 mg,mg,Trimebutina,Genfar,506.9847614,Medio,2,Economico
Trimebutina,Tableta,Trimebutina 200 mg,mg,Trimebutina,Genfar,153.6829497,Bajo,1,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Best,311.1,Medio,2,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Best,96.6,Medio,2,Economico
Losartan Y Amlodipino,Capsula,"Losartan 50 mg + Amlodipino 2,5 mg",mg,Aramax,Mega Labs,2892.163522,Alto,3,Economico
Losartan Y Amlodipino,Capsula,"Losartan 50 mg + Amlodipino 2,5 mg",mg,Aramax,Mega Labs,1207.990698,Alto,3,Economico
Losartan Y Amlodipino,Capsula,Amlodipino 5 mg + Losartan 100 mg,mg,Aramax,Mega Labs,4028.208982,Bajo,1,Economico
Losartan Y Amlodipino,Capsula,Amlodipino 5 mg + Losartan 100 mg,mg,Aramax,Mega Labs,1723.582076,Bajo,1,Economico
Temozolomida,Capsula,Temozolomida 140 mg,mg,Temodal,Merck Sharp Dome,144704.8847,Alto,3,Costoso
Dienogest Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Bellaface,Lafrancol,590.8571429,Bajo,1,Economico
Dienogest Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Bellaface,Lafrancol,567.6267101,Alto,3,Economico
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,112 mg",mg,Tiroxin,Siegfried,895.1030769,Medio,2,Economico
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,112 mg",mg,Tiroxin,Siegfried,388.7037037,Medio,2,Economico
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Bemucol,Gc Farma,312.3579545,Bajo,1,Economico
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,088 mg",mg,Tiroxin,Siegfried,350.9734789,Medio,2,Economico
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,088 mg",mg,Tiroxin,Siegfried,745.1352577,Medio,2,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Pentacoop,59.80869214,Bajo,1,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Pentacoop,0.4886178862,Bajo,1,Economico
Melatonina,Tableta,Melatonina 3 mg,mg,Melatonina,Funat,411.0124063,Alto,3,Economico
Trimebutina,Tableta,Trimebutina 300 mg,mg,Trimebutina,Colmed,2349.470672,Medio,2,Economico
Trimebutina,Tableta,Trimebutina 300 mg,mg,Trimebutina,Colmed,550.0419815,Medio,2,Economico
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nabila,Monte Verde,1710.642857,Medio,2,Economico
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nabila,Monte Verde,612.9823026,Medio,2,Economico
Lamotrigina,Tableta Masticable,Lamotrigina 100 mg,mg,Lamotrigina,Humax,1000.037175,Bajo,1,Economico
Lamotrigina,Tableta Masticable,Lamotrigina 100 mg,mg,Lamotrigina,Humax,174.1924822,Medio,2,Economico
Lamotrigina,Tableta,Lamotrigina 50 mg,mg,Lamotrigina,Humax,437.4147583,Bajo,1,Economico
Lamotrigina,Tableta,Lamotrigina 50 mg,mg,Lamotrigina,Humax,133.5902149,Bajo,1,Economico
Ambrisentan,Tableta,Ambrisentan 10 mg,mg,Volibris,Glaxosmithkline,131667.0,Alto,3,Costoso
Ambrisentan,Tableta,Ambrisentan 10 mg,mg,Volibris,Glaxosmithkline,131740.2727,Alto,3,Costoso
Ambrisentan,Tableta,Ambrisentan 5 mg,mg,Volibris,Glaxosmithkline,76666.66667,Alto,3,Costoso
Ambrisentan,Tableta,Ambrisentan 5 mg,mg,Volibris,Glaxosmithkline,68771.94737,Alto,3,Costoso
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 2 mg + Ciproterona 0,035 mg",mg,Isbela,Procaps,399.3088488,Medio,2,Economico
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 2 mg + Ciproterona 0,035 mg",mg,Isbela,Procaps,331.8533468,Medio,2,Economico
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",mg,Isbela,Procaps,404.7619048,Alto,3,Economico
Etinilestradiol Y Ciproterona,Tableta,"Etinilestradiol 0,035 mg + Ciproterona Acetato 2 mg",mg,Isbela,Procaps,343.7602286,Bajo,1,Economico
Mosaprida,Tableta,Mosaprida 10 mg,mg,Bondigest,Lafrancol,4393.522013,Medio,2,Economico
Mosaprida,Tableta,Mosaprida 10 mg,mg,Bondigest,Lafrancol,2735.381476,Medio,2,Economico
Memantina,Tableta,Memantina 10 mg,mg,Valcox,Mega Labs,175.1086957,Medio,2,Economico
Tramadol,Capsula,Tramadol 50 mg,mg,Tramadol,Colmed,890.0,Medio,2,Economico
Tramadol,Capsula,Tramadol 50 mg,mg,Tramadol,Colmed,303.0769231,Medio,2,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Haleon,920.9902934,Alto,3,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Haleon,753.75,Alto,3,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Glaxosmithkline,920.9902934,Alto,3,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolex Avanzado,Glaxosmithkline,753.75,Alto,3,Economico
Diosmina,Tableta,Diosmina 600 mg,mg,Flebodia,Innothera,900.0,Medio,2,Economico
Diosmina,Tableta,Diosmina 600 mg,mg,Flebodia,Innothera,897.6392122,Medio,2,Economico
Desvenlafaxina,Tableta,Desvenlafaxina 50 mg,mg,Pristiq,Pfizer,1278.0,Alto,3,Economico
Desvenlafaxina,Tableta,Desvenlafaxina 50 mg,mg,Pristiq,Pfizer,1131.462295,Alto,3,Economico
Desvenlafaxina,Tableta,Desvenlafaxina 100 mg,mg,Pristiq,Pfizer,2558.0,Medio,2,Economico
Desvenlafaxina,Tableta,Desvenlafaxina 100 mg,mg,Pristiq,Pfizer,2397.222958,Medio,2,Economico
Rifaximina,Tableta,Rifaximina 200 mg,mg,Flonorm,Alfasigma,3779.833333,Medio,2,Economico
Rifaximina,Tableta,Rifaximina 200 mg,mg,Flonorm,Alfasigma,1288.900859,Medio,2,Economico
Hidroclorotiazida Y Valsartan,Tableta,"Valsartan 160 mg + Hidroclorotiazida 12,5 mg",mg,Valsartan + Hidroclorotiazida,Genfar,698.1548541,Bajo,1,Economico
Cefradina,Tableta,Cefradina 500 mg,mg,Cefradina,Pentacoop,1004.87802,Medio,2,Economico
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Ecar,1458.445946,Bajo,1,Economico
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Ecar,790.0,Medio,2,Economico
Secnidazol,Tableta,Secnidazol 1000 mg,mg,Secnidazol,La Sante,10619.5137,Medio,2,Moderado
Difenoxilato Hidrocloruro Y Atropina Sulfato,Tableta,"Atropina Sulfato 0,025 mg + Difenoxilato Clorhidrato 2,5 mg",mg,Lomotil,Pfizer,1017.863248,Medio,2,Economico
Difenoxilato Hidrocloruro Y Atropina Sulfato,Tableta,"Atropina Sulfato 0,025 mg + Difenoxilato Clorhidrato 2,5 mg",mg,Lomotil,Pfizer,864.7820675,Medio,2,Economico
Dasatinib,Tableta,Dasatinib 100 mg,mg,Sprycel,Bristol Myers Squibb,204596.6396,Medio,2,Muy Costoso
Oxibutinina,Tableta,Oxibutinina 5 mg,mg,Delifon,Best,305.8710223,Bajo,1,Economico
Oxibutinina,Tableta,Oxibutinina 5 mg,mg,Delifon,Best,259.5479793,Alto,3,Economico
Sulbutiamina,Tableta,Sulbutiamina 200 mg,mg,Neuro Up,Incobra,2712.543407,Medio,2,Economico
Sulbutiamina,Tableta,Sulbutiamina 200 mg,mg,Neuro Up,Incobra,531.0,Medio,2,Economico
Isotetrinoina,Capsula,Isotretinoina 20 mg,mg,Dermalona,Bago,3850.0,Bajo,1,Economico
Antigripal,Capsula,Antigripal,mg,Dimetapp Gripa,Siegfried,485.7351533,Medio,2,Economico
Esomeprazol,Capsula,Esomeprazol 40 mg,mg,Garmisch Esomax,Rowe,3677.680634,Medio,2,Economico
Esomeprazol,Capsula,Esomeprazol 40 mg,mg,Garmisch Esomax,Rowe,1018.269231,Bajo,1,Economico
Acido Ibandronico,Tableta,Acido Ibandronico 150 mg,mg,Ibanat,Mega Labs,15000.0,Medio,2,Moderado
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Uroflav,Mega Labs,10200.7,Alto,3,Moderado
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Uroflav,Mega Labs,510.0,Bajo,1,Economico
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Dolumbar,Incobra,1195.670147,Medio,2,Economico
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Dolumbar,Incobra,577.6785714,Medio,2,Economico
Losartan,Tableta,Losartan 50 mg,mg,Satoren,Bussié,6666.65799,Alto,3,Economico
Losartan,Tableta,Losartan 50 mg,mg,Satoren,Bussié,4497.143791,Alto,3,Economico
Venlafaxina,Capsula,Venlafaxina 75 mg,mg,Venlafaxina,La Sante,742.0420704,Medio,2,Economico
Venlafaxina,Capsula,Venlafaxina 75 mg,mg,Venlafaxina,La Sante,550.8103856,Bajo,1,Economico
Venlafaxina,Capsula,Venlafaxina 150 mg,mg,Venlafaxina,La Sante,1429.706548,Medio,2,Economico
Venlafaxina,Capsula,Venlafaxina 150 mg,mg,Venlafaxina,La Sante,997.9982788,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,American Generics,3695.256255,Medio,2,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina,American Generics,2995.914851,Bajo,1,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Proxanida,Bremyng,3152.499079,Alto,3,Economico
Norfloxacina,Capsula,Norfloxacina 400 mg,mg,S-Oripol,Ah Robins,1186.592593,Medio,2,Economico
Indapamida,Tableta,"Indapamida 1,5 mg",mg,Natrilix,Les Laboratoires Servier,357.9333333,Medio,2,Economico
Indapamida,Tableta,"Indapamida 1,5 mg",mg,Natrilix,Les Laboratoires Servier,356.5237009,Medio,2,Economico
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Buprofen,Labquifar,348.3333333,Medio,2,Economico
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Buprofen,Labquifar,181.1339751,Medio,2,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Sertranquil,Bioquifar,853.9370079,Bajo,1,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Sertranquil,Bioquifar,135.0,Bajo,1,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertranquil,Bioquifar,570.2564951,Bajo,1,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertranquil,Bioquifar,101.7857143,Bajo,1,Economico
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 500 mg,mg,Galvus Met,Novartis,886.5357143,Medio,2,Economico
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 500 mg,mg,Galvus Met,Novartis,443.8214286,Medio,2,Economico
Valsartán Y Amlodipino,Tableta,Amlodipino 10 mg + Valsartan 320 mg,mg,Exforge,Novartis,2847.285714,Bajo,1,Economico
Valsartán Y Amlodipino,Tableta,Amlodipino 10 mg + Valsartan 320 mg,mg,Exforge,Novartis,1795.678571,Alto,3,Economico
Valsartán Y Amlodipino,Tableta,Valsartan 320 mg + Amlodipino 5 mg,mg,Exforge,Novartis,2724.821429,Bajo,1,Economico
Valsartán Y Amlodipino,Tableta,Valsartan 320 mg + Amlodipino 5 mg,mg,Exforge,Novartis,1831.892857,Alto,3,Economico
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Levocetirizina,La Sante,2797.037176,Medio,2,Economico
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Levocetirizina,La Sante,325.9358974,Bajo,1,Economico
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Zetygrip 4,Ruecam,357.5880401,Medio,2,Economico
Minociclina,Capsula,Minociclina 100 mg,mg,Minot,Mega Labs,5584.793697,Alto,3,Economico
Vitamina C,Capsula,Vitamina C 500 mg,mg,Vitamina C,Novamed,135.826087,Medio,2,Economico
Dicloxacilina,Capsula,Dicloxacilina 500 mg,mg,Quimocyclar,Armofar,4665.966203,Alto,3,Economico
Metformina,Tableta,Metformina 1000 mg,mg,Glucophage,Merck,3450.637755,Medio,2,Economico
Metformina,Tableta,Metformina 1000 mg,mg,Glucophage,Merck,2027.905063,Medio,2,Economico
Rosuvastatina,Capsula,Rosuvastatina 10 mg,mg,Rovaril,Procaps,6567.191601,Alto,3,Economico
Rosuvastatina,Capsula,Rosuvastatina 10 mg,mg,Rovaril,Procaps,233.4706559,Medio,2,Economico
Rosuvastatina,Capsula,Rosuvastatina 20 mg,mg,Rovaril,Procaps,13126.31579,Alto,3,Moderado
Rosuvastatina,Capsula,Rosuvastatina 20 mg,mg,Rovaril,Procaps,278.3717631,Medio,2,Economico
Diosmina Y Hesperidina,Tableta,Diosmina 450 mg + Hesperidina 50 mg,mg,Vedipal,Monte Verde,936.7962242,Alto,3,Economico
Perindopril E Indapamida,Tableta,"Perindopril E Indapamida 1,25 mg + Perindopril 5 mg",mg,Bi Preterax,Les Laboratoires Servier,696.2333333,Medio,2,Economico
Perindopril E Indapamida,Tableta,"Perindopril E Indapamida 1,25 mg + Perindopril 5 mg",mg,Bi Preterax,Les Laboratoires Servier,687.0054545,Medio,2,Economico
Sucralfate,Tableta,Sucralfato 1000 mg,mg,Sugastrin,Farmaser,558.8004988,Medio,2,Economico
Sucralfate,Tableta,Sucralfato 1000 mg,mg,Sugastrin,Farmaser,324.2657856,Medio,2,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 875 mg,mg,Koact,Aurobindo,973.0666667,Bajo,1,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 500 mg,mg,Koact,Aurobindo,833.3333333,Bajo,1,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Nitahelmin,Med Line,2559.024928,Medio,2,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Eutarpan,Bioquifar,163.4736842,Bajo,1,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Eutarpan,Bioquifar,35.16629712,Bajo,1,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertranex,Novamed,4150.5954,Alto,3,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertranex,Novamed,1500.0,Medio,2,Economico
Lovastatina,Tableta,Lovastatina 20 mg,mg,Lovastatina,Pentacoop,206.9955631,Medio,2,Economico
Enalapril,Tableta,Enalapril 20 mg,mg,Donapril,Bioquifar,94.50381679,Bajo,1,Economico
Enalapril,Tableta,Enalapril 20 mg,mg,Donapril,Bioquifar,42.33936946,Medio,2,Economico
Clindamicina,Capsula,Clindamicina 300 mg,mg,Clinbac,Labquifar,850.0,Medio,2,Economico
Clindamicina,Capsula,Clindamicina 300 mg,mg,Clinbac,Labquifar,797.7035127,Bajo,1,Economico
Dipirona Sodica,Tableta,Dipirona 500 mg,mg,Ligaril,Bioquifar,362.3076923,Alto,3,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Macrozit,Mega Labs,12849.66667,Alto,3,Moderado
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Winthrop,415.122973,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Winthrop,42.43299743,Bajo,1,Economico
Topiramato,Tableta,Topiramato 25 mg,mg,Topictal,Monte Verde,454.8214286,Alto,3,Economico
Topiramato,Tableta,Topiramato 25 mg,mg,Topictal,Monte Verde,389.1422764,Medio,2,Economico
Topiramato,Tableta,Topiramato 50 mg,mg,Topictal,Monte Verde,909.6428571,Alto,3,Economico
Topiramato,Tableta,Topiramato 50 mg,mg,Topictal,Monte Verde,787.2243133,Alto,3,Economico
Topiramato,Tableta,Topiramato 100 mg,mg,Topictal,Monte Verde,1805.229814,Alto,3,Economico
Topiramato,Tableta,Topiramato 100 mg,mg,Topictal,Monte Verde,1472.439161,Medio,2,Economico
Naproxeno,Tableta,Naproxeno 500 mg,mg,Perclusone,Bioquifar,699.1771511,Medio,2,Economico
Naproxeno,Tableta,Naproxeno 500 mg,mg,Perclusone,Bioquifar,270.0,Medio,2,Economico
Carbonato De Calcio,Tableta,Carbonato De Calcio 600 mg,mg,Megacal,Farmaser,120.0,Bajo,1,Economico
Dienogest Y Etinilestradiol,Tableta,"Dienogest 2 mg + Etinilestradiol 0,03 mg",mg,Gianda,Grunenthal,3447.303401,Alto,3,Economico
Dienogest Y Etinilestradiol,Tableta,"Dienogest 2 mg + Etinilestradiol 0,03 mg",mg,Gianda,Grunenthal,606.7083765,Alto,3,Economico
Clotrimazol Y Clindamicina,Capsula,Clindamicina 100 mg + Clotrimazol 200 mg,mg,Vaginsol,Chalver,24720.0,Medio,2,Moderado
Dienogest Y Estradiol,Tableta,Dienogest Y Estradiol,mg,Qlaira,Bayer,1072.5,Medio,2,Economico
Dienogest Y Estradiol,Tableta,Dienogest Y Estradiol,mg,Qlaira,Bayer,1072.0,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Sanofi Aventis,34.74657313,Bajo,1,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Sanofi Aventis,184.8321486,Bajo,1,Economico
Meloxicam,Tableta,Meloxicam 15 mg,mg,Coxxin,Joinpharm,5192.095548,Alto,3,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Jointax,Joinpharm,8555.924592,Alto,3,Economico
Meloxicam,Tableta,"Meloxicam 7,5 mg",mg,Coxxin,Joinpharm,4261.6875,Alto,3,Economico
Carbonato De Litio,Tableta,Carbonato De Litio 300 mg,mg,Theralite,Sanofi Aventis,17.68,Medio,2,Economico
Gemfibrozilo,Tableta,Gemfibrozilo 600 mg,mg,Gemfibrozilo,Laproff,290.5822785,Bajo,1,Economico
Gemfibrozilo,Tableta,Gemfibrozilo 600 mg,mg,Gemfibrozilo,Laproff,0.9769836401,Bajo,1,Economico
Naproxeno,Tableta,Naproxeno 250 mg,mg,Perclusone,Bioquifar,424.2508068,Alto,3,Economico
Naproxeno,Tableta,Naproxeno 250 mg,mg,Perclusone,Bioquifar,150.0,Medio,2,Economico
